wkt,address_street,lat_geocoded,lon_geocoded,scientific_name,common_name,fruit_period,tree_id
POINT (-122.416998929804336 37.74011019791876),113 Wool Street,37.740103,-122.416867,Arbutus unedo,Strawberry tree,"""fall",131313
POINT (-122.454873225886331 37.718183316787922),535 Lakeview Avenue,37.718036,-122.454869,Arbutus unedo,Strawberry tree,"""fall",131322
POINT (-122.454873225886331 37.718183316787922),535 Lakeview Avenue,37.718036,-122.454869,Arbutus unedo,Strawberry tree,"""fall",131323
POINT (-122.454861089186821 37.7182929024207),535 Lakeview Ave,37.718036,-122.454869,Arbutus unedo,Strawberry tree,"""fall",131324
POINT (-122.455003475816838 37.718182860720155),535 Lakeview Ave,37.718036,-122.455003,Arbutus unedo,Strawberry tree,"""fall",131325
POINT (-122.42969747915383 37.729269413588568),37 Maynard St,37.729402,-122.429707,Arbutus unedo,Strawberry tree,"""fall",131510
POINT (-122.467893695511506 37.727080402534035),40 Cedro Ave,37.727267,-122.46806,Arbutus unedo,Strawberry tree,"""fall",131588
POINT (-122.467903695511509 37.727080998150456),40 Cedro Ave,37.727267,-122.46806,Arbutus unedo,Strawberry tree,"""fall",131589
POINT (-122.467913695511513 37.727081593766869),40 Cedro Ave,37.727267,-122.46806,Arbutus unedo,Strawberry tree,"""fall",131590
POINT (-122.467923695511502 37.727082189383289),60 Cedro Ave,37.727267,-122.46806,Arbutus unedo,Strawberry tree,"""fall",131591
POINT (-122.468172634345322 37.726994012246337),60 Cedro Ave,37.727116,-122.468166,Arbutus unedo,Strawberry tree,"""fall",131592
POINT (-122.468175967678661 37.726990903111336),60 Cedro Ave,37.727116,-122.468166,Arbutus unedo,Strawberry tree,"""fall",131593
POINT (-122.468172634345322 37.726994012246337),60 Cedro Ave,37.727116,-122.468166,Arbutus unedo,Strawberry tree,"""fall",131594
POINT (-122.468172634345322 37.726994012246337),60 Cedro Ave,37.727116,-122.468166,Arbutus unedo,Strawberry tree,"""fall",131595
POINT (-122.466073401787341 37.722596657160636),60 De Soto St,37.722589,-122.465844,Arbutus unedo,Strawberry tree,"""fall",131602
POINT (-122.466072432360846 37.72260665716064),60 De Soto St,37.722589,-122.465844,Arbutus unedo,Strawberry tree,"""fall",131603
POINT (-122.466071462934352 37.722616657160636),60 De Soto St,37.722589,-122.465844,Arbutus unedo,Strawberry tree,"""fall",131604
POINT (-122.465473819303867 37.723835673022194),125 De Soto St,37.723843,-122.465703,Arbutus unedo,Strawberry tree,"""fall",131606
POINT (-122.468283524553669 37.724924260913866),26 Entrada Ct,37.725068,-122.468337,Arbutus unedo,Strawberry tree,"""fall",131610
POINT (-122.468283524553669 37.724924260913866),26 Entrada Ct,37.725068,-122.468337,Arbutus unedo,Strawberry tree,"""fall",131611
POINT (-122.46795348348401 37.724038879185713),90 Entrada Ct,37.723959,-122.4681,Arbutus unedo,Strawberry tree,"""fall",131614
POINT (-122.467968483484015 37.724041527331345),90 Entrada Ct,37.723959,-122.4681,Arbutus unedo,Strawberry tree,"""fall",131615
POINT (-122.448762832617334 37.771201319082898),412-414 Clayton Street,37.77123,-122.448563,Arbutus unedo,Strawberry tree,"""fall",131955
POINT (-122.401074632486328 37.760616327479134),727 De Haro St,37.76063,-122.400882,Arbutus unedo,Strawberry tree,"""fall",132089
POINT (-122.478930578213181 37.775513684329312),654 20th Ave,37.775526,-122.4787,Arbutus unedo,Strawberry tree,"""fall",133000
POINT (-122.485184541232343 37.754419355464272),1771 27th Ave,37.754408,-122.485413,Arbutus unedo,Strawberry tree,"""fall",133112
POINT (-122.449448989760683 37.732403945903883),620 Joost Avenue,37.732557,-122.44945,Arbutus unedo,Strawberry tree,"""fall",133272
POINT (-122.449448989760683 37.732403945903883),620 Joost Avenue,37.732557,-122.44945,Arbutus unedo,Strawberry tree,"""fall",133273
POINT (-122.452655844119647 37.732229010217871),769 Joost Ave,37.732076,-122.452654,Arbutus unedo,Strawberry tree,"""fall",133274
POINT (-122.402196675539017 37.761907959763519),609 Rhode Island Street,37.761911,-122.401928,Arbutus unedo,Strawberry tree,"""fall",134145
POINT (-122.402193993330002 37.761876152956063),617 Rhode Island Street,37.761911,-122.401928,Arbutus unedo,Strawberry tree,"""fall",134146
POINT (-122.433424463422853 37.714878804041071),845 Athens Street,37.714844,-122.433364,Arbutus unedo,Strawberry tree,"""fall",135213
POINT (-122.482894478039825 37.7524389931013),1883 25th Avenue,37.752432,-122.483038,Arbutus unedo,Strawberry tree,"""fall",136220
POINT (-122.498471654540324 37.778229590179755),562 38th Avenue,37.778242,-122.498244,Arbutus unedo,Strawberry tree,"""fall",136685
POINT (-122.506647110329524 37.741081556623911),2460 48th Avenue,37.741103,-122.506346,Arbutus unedo,Strawberry tree,"""fall",137274
POINT (-122.472719162319677 37.74804165074935),2138 16th Avenue,37.748053,-122.472491,Arbutus unedo,Strawberry tree,"""fall",137440
POINT (-122.452080494345338 37.781102867205597),137 Cook St,37.781071,-122.452302,Arbutus unedo,Strawberry tree,"""fall",137931
POINT (-122.40805415712282 37.72373906805992),627 Woolsey Street,37.723595,-122.408,Arbutus unedo,Strawberry tree,"""fall",140885
POINT (-122.444834816726356 37.771151861616964),1461 Page Street,37.770949,-122.444798,Arbutus unedo,Strawberry tree,"""fall",142071
POINT (-122.451266348361969 37.764531974269133),1107 Shrader St,37.764441,-122.451313,Arbutus unedo,Strawberry tree,"""fall",142073
POINT (-122.451253732493498 37.764450850479221),1103 Shrader Street,37.764441,-122.451313,Arbutus unedo,Strawberry tree,"""fall",142074
POINT (-122.421093629975815 37.79209017977675),1639 Polk St,37.792067,-122.421254,Arbutus unedo,Strawberry tree,"""fall",142426
POINT (-122.421093629975815 37.79209017977675),1639 Polk St,37.792067,-122.421254,Arbutus unedo,Strawberry tree,"""fall",142427
POINT (-122.400640800000005 37.741993),834 Toland St,37.741993,-122.4006408,Arbutus unedo,Strawberry tree,"""fall",142579
POINT (-122.400637314053157 37.742007999999998),834 Toland St,37.741993,-122.4006408,Arbutus unedo,Strawberry tree,"""fall",142580
POINT (-122.480289661270831 37.77946807562482),438 21st Avenue,37.77948,-122.480061,Arbutus unedo,Strawberry tree,"""fall",142727
POINT (-122.500331470305511 37.743380734083452),2340 42nd Avenue,37.743402,-122.499897,Arbutus unedo,Strawberry tree,"""fall",142823
POINT (-122.396515887469832 37.757524643785644),1562 22nd Street,37.7576759,-122.396499,Arbutus unedo,Strawberry tree,"""fall",143087
POINT (-122.396485887469836 37.75752434302315),1550 22nd Street,37.7576759,-122.396499,Arbutus unedo,Strawberry tree,"""fall",143088
POINT (-122.396505887469843 37.757524543531481),1550 22nd Street,37.7576759,-122.396499,Arbutus unedo,Strawberry tree,"""fall",143089
POINT (-122.39649588746984 37.757524443277312),1550 22nd St,37.7576759,-122.396499,Arbutus unedo,Strawberry tree,"""fall",143090
POINT (-122.444029787755326 37.750421077861219),976-982 Corbett Avenue,37.750365,-122.444153,Arbutus unedo,Strawberry tree,"""fall",143572
POINT (-122.445485886823505 37.766741501011317),125 Delmar St,37.76672,-122.445634,Arbutus unedo,Strawberry tree,"""fall",144027
POINT (-122.438199181572841 37.736617481195147),116 Swiss Ave,37.736589,-122.438335,Arbutus unedo,Strawberry tree,"""fall",144219
POINT (-122.452263103133987 37.716675811260309),116 Majestic Ave,37.716767,-122.452416,Arbutus unedo,Strawberry tree,"""fall",144396
POINT (-122.448013500000002 37.762771700000002),531-549 Belvedere Street,37.7627717,-122.4480135,Arbutus unedo,Strawberry tree,"""fall",144492
POINT (-122.467188079311313 37.754740859569786),316 Noriega Street,37.754896,-122.467198,Arbutus unedo,Strawberry tree,"""fall",144557
POINT (-122.400088314040829 37.744743682086714),2177 Jerrold Avenue,37.744081,-122.400635,Arbutus unedo,Strawberry tree,"""fall",148081
POINT (-122.412839453242867 37.790527611768141),1035 Pine St,,,Arbutus unedo,Strawberry tree,"""fall",150645
POINT (-122.415186280712049 37.737851151956846),451 Anderson Street,,,Arbutus unedo,Strawberry tree,"""fall",152104
POINT (-122.438980703587177 37.78021261054672),1135 Divisadero St,37.780168,-122.439297,Arbutus unedo,Strawberry tree,"""fall",153997
POINT (-122.436128942431466 37.745602245107094),714 Duncan Street,,,Arbutus unedo,Strawberry tree,"""fall",155655
POINT (-122.412578488311709 37.739176610261879),311 Banks St,,,Arbutus unedo,Strawberry tree,"""fall",157265
POINT (-122.412771557376857 37.739027942971305),326 Banks St,,,Arbutus unedo,Strawberry tree,"""fall",157267
POINT (-122.412595561710575 37.738978582370777),331 Banks St,,,Arbutus unedo,Strawberry tree,"""fall",157268
POINT (-122.412600683713038 37.738919173995214),337 Banks St,,,Arbutus unedo,Strawberry tree,"""fall",157269
POINT (-122.412783508380244 37.738889323441228),340 Banks St,,,Arbutus unedo,Strawberry tree,"""fall",157270
POINT (-122.416508741777804 37.788290951494034),988 Sutter Street,,,Arbutus unedo,Strawberry tree,"""fall",157712
POINT (-122.441438340275681 37.750779798523382),4439 24th Street,,,Arbutus unedo,Strawberry tree,"""fall",157883
POINT (-122.44152225152385 37.750774626932539),4443 24th St,,,Arbutus unedo,Strawberry tree,"""fall",157884
POINT (-122.418893483415644 37.738660200047697),355 Bocana St,,,Arbutus unedo,Strawberry tree,"""fall",157925
POINT (-122.466879557930795 37.755507447827696),1755 10th Ave,,,Arbutus unedo,Strawberry tree,"""fall",158867
POINT (-122.466899883248317 37.755793833424967),1739 10th Ave,,,Arbutus unedo,Strawberry tree,"""fall",158881
POINT (-122.466866854685733 37.755328456803745),1765 10th Ave,,,Arbutus unedo,Strawberry tree,"""fall",158883
POINT (-122.466659323741766 37.75494271073255),1786 10th Ave,,,Arbutus unedo,Strawberry tree,"""fall",158885
POINT (-122.4658170204915 37.755659700890938),1749 9th Avenue,,,Arbutus unedo,Strawberry tree,"""fall",158902
POINT (-122.465809665521022 37.755551928343728),1755 09th Ave,,,Arbutus unedo,Strawberry tree,"""fall",158903
POINT (-122.464823808771797 37.754670251269467),1-99 Noriega Street,,,Arbutus unedo,Strawberry tree,"""fall",158910
POINT (-122.464873685751286 37.754811299841606),124 Noriega St,,,Arbutus unedo,Strawberry tree,"""fall",158911
POINT (-122.464914801448842 37.754809707830702),2-98 Noriega Street,,,Arbutus unedo,Strawberry tree,"""fall",158912
POINT (-122.467033981867615 37.754727632727153),316 Noriega Street,,,Arbutus unedo,Strawberry tree,"""fall",158916
POINT (-122.465790052362976 37.755264534760528),1773 9th Avenue,,,Arbutus unedo,Strawberry tree,"""fall",159339
POINT (-122.446008954527898 37.7283495316684),174 Judson Avenue,,,Arbutus unedo,Strawberry tree,"""fall",159708
POINT (-122.442759902186211 37.760486068905827),4672 18th St,,,Arbutus unedo,Strawberry tree,"""fall",159742
POINT (-122.414805538625714 37.749598020026546),1179 Shotwell St,,,Arbutus unedo,Strawberry tree,"""fall",160058
POINT (-122.440189292639488 37.777940267983411),827 Broderick Street,,,Arbutus unedo,Strawberry tree,"""fall",160140
POINT (-122.412379490370284 37.764149735721404),2901-2999 San Francisco Bicycle Route 25,,,Arbutus unedo,Strawberry tree,"""fall",160265
POINT (-122.411767858074896 37.736300864695416),448 Nevada Street,,,Arbutus unedo,Strawberry tree,"""fall",160354
POINT (-122.411784002736866 37.736119974763433),466 Nevada Street,,,Arbutus unedo,Strawberry tree,"""fall",160356
POINT (-122.450057397349013 37.740434891357282),601 Rockdale Dr,,,Arbutus unedo,Strawberry tree,"""fall",160773
POINT (-122.447518283754675 37.732403843093451),538 Joost Ave,,,Arbutus unedo,Strawberry tree,"""fall",160840
POINT (-122.473370601781937 37.773516254797713),776 15th Ave,,,Arbutus unedo,Strawberry tree,"""fall",161049
POINT (-122.420413690943107 37.772782609532882),50 Brady St,,,Arbutus unedo,Strawberry tree,"""fall",161166
POINT (-122.417098612783363 37.736989531522084),378 Highland Ave,,,Arbutus unedo,Strawberry tree,"""fall",161246
POINT (-122.417586484310689 37.791844879685954),1159-1199 Hyde St,,,Arbutus unedo,Strawberry tree,"""fall",161439
POINT (-122.418402782420401 37.791740926158951),1551 Sacramento St,,,Arbutus unedo,Strawberry tree,"""fall",161440
POINT (-122.418497138027746 37.791728331250894),1557 Sacramento St,,,Arbutus unedo,Strawberry tree,"""fall",161441
POINT (-122.473503195098871 37.719400813168455),330 Stratford Dr,,,Arbutus unedo,Strawberry tree,"""fall",161670
POINT (-122.470639436448806 37.746942672555811),2201 14th Avenue,,,Arbutus unedo,Strawberry tree,"""fall",161803
POINT (-122.416787697336616 37.788431858632599),998 Sutter Street,,,Arbutus unedo,Strawberry tree,"""fall",162592
POINT (-122.416634731237849 37.788274833534935),988 Sutter Street,,,Arbutus unedo,Strawberry tree,"""fall",162594
POINT (-122.414541349218027 37.738813932060729),800 Cortland Ave,,,Arbutus unedo,Strawberry tree,"""fall",162737
POINT (-122.414705680758161 37.738381342288356),400 Ellsworth St,,,Arbutus unedo,Strawberry tree,"""fall",162738
POINT (-122.414708221272022 37.738327496507225),402 Ellsworth St,,,Arbutus unedo,Strawberry tree,"""fall",162739
POINT (-122.414731322867425 37.738065192906362),424 Ellsworth Street,,,Arbutus unedo,Strawberry tree,"""fall",162740
POINT (-122.414737623275244 37.737993655546781),428 Ellsworth Street,,,Arbutus unedo,Strawberry tree,"""fall",162741
POINT (-122.414750224052483 37.737850580846313),440 Ellsworth Street,,,Arbutus unedo,Strawberry tree,"""fall",162743
POINT (-122.414752324178309 37.737826735051314),442 Ellsworth Street,,,Arbutus unedo,Strawberry tree,"""fall",162744
POINT (-122.414572934970636 37.737816770818903),445 Ellsworth St,,,Arbutus unedo,Strawberry tree,"""fall",162745
POINT (-122.414577135328798 37.73776907927936),445 Ellsworth Street,,,Arbutus unedo,Strawberry tree,"""fall",162746
POINT (-122.414764924896971 37.737683660367566),456 Ellsworth Street,,,Arbutus unedo,Strawberry tree,"""fall",162747
POINT (-122.4145897363789 37.737626004568426),461 Ellsworth Street,,,Arbutus unedo,Strawberry tree,"""fall",162748
POINT (-122.414593936715548 37.737578313026781),461 Ellsworth Street,,,Arbutus unedo,Strawberry tree,"""fall",162749
POINT (-122.414806926948742 37.737206744646585),201-299 Tompkins Avenue,,,Arbutus unedo,Strawberry tree,"""fall",162750
POINT (-122.414862373390733 37.736591833907596),536 Ellsworth Street,,,Arbutus unedo,Strawberry tree,"""fall",162781
POINT (-122.404860302816587 37.728018499999997),343 Girard Street,37.7279585,-122.4048608,Arbutus unedo,Strawberry tree,"""fall",163023
POINT (-122.427191507036923 37.755000699929639),3574 22nd St,,,Arbutus unedo,Strawberry tree,"""fall",163042
POINT (-122.397664622191741 37.778375180390597),136 Freelon St,,,Arbutus unedo,Strawberry tree,"""fall",163110
POINT (-122.426641102256653 37.754109283306875),152 Chattanooga Street,,,Arbutus unedo,Strawberry tree,"""fall",163114
POINT (-122.447431368160025 37.732404236620845),534 Joost Ave,,,Arbutus unedo,Strawberry tree,"""fall",163165
POINT (-122.473760549562684 37.776410682434502),615 15th Ave,,,Arbutus unedo,Strawberry tree,"""fall",163179
POINT (-122.473461342720597 37.7747685775904),714,,,Arbutus unedo,Strawberry tree,"""fall",163181
POINT (-122.473445786912222 37.774553893685358),718 15th Ave,,,Arbutus unedo,Strawberry tree,"""fall",163182
POINT (-122.475744300239185 37.775961432731719),638 17th Avenue,,,Arbutus unedo,Strawberry tree,"""fall",163185
POINT (-122.47666558102533 37.773760455634061),756 18th Ave,,,Arbutus unedo,Strawberry tree,"""fall",163188
POINT (-122.477688440604624 37.773061092517139),792 19th Ave,,,Arbutus unedo,Strawberry tree,"""fall",163190
POINT (-122.477696297455068 37.773000334558546),792-798 19th Ave,,,Arbutus unedo,Strawberry tree,"""fall",163214
POINT (-122.473378379450935 37.773623596684267),778,,,Arbutus unedo,Strawberry tree,"""fall",163217
POINT (-122.432864238204374 37.760821442083554),4001 18th Street,,,Arbutus unedo,Strawberry tree,"""fall",163225
POINT (-122.447605199348388 37.73240344950193),542 Joost Ave,,,Arbutus unedo,Strawberry tree,"""fall",163234
POINT (-122.447835948475699 37.732259591312584),555 Joost Avenue,,,Arbutus unedo,Strawberry tree,"""fall",163235
POINT (-122.477870977404123 37.773058818428545),791 19th Ave,,,Arbutus unedo,Strawberry tree,"""fall",163240
POINT (-122.413377454239622 37.790459233948027),1069 Pine St,,,Arbutus unedo,Strawberry tree,"""fall",163258
POINT (-122.433915513767261 37.772134096594989),225 Pierce Street,,,Arbutus unedo,Strawberry tree,"""fall",163303
POINT (-122.44074972751001 37.749357872684975),4606 25th Street,37.749409,-122.440734,Arbutus unedo,Strawberry tree,"""fall",163318
POINT (-122.412761936073522 37.793625528365894),1200 Taylor Street,37.7936229,-122.412577,Arbutus unedo,Strawberry tree,"""fall",163325
POINT (-122.43790751825091 37.750184937984869),579 Jersey St,,,Arbutus unedo,Strawberry tree,"""fall",163327
POINT (-122.429976566468099 37.750666295589831),217 Jersey St,,,Arbutus unedo,Strawberry tree,"""fall",163338
POINT (-122.436565874279196 37.751065711190044),4205 24th Street,,,Arbutus unedo,Strawberry tree,"""fall",163346
POINT (-122.45990018954619 37.729467481743221),890-898 Faxon Avenue,,,Arbutus unedo,Strawberry tree,"""fall",163353
POINT (-122.48211805837316 37.738937623273848),1421 Vicente St,37.7388509,-122.482133,Arbutus unedo,Strawberry tree,"""fall",163366
POINT (-122.446907463947824 37.789186357234364),3294 Clay St,37.789242,-122.446887,Arbutus unedo,Strawberry tree,"""fall",163368
POINT (-122.411254981062243 37.793460437130101),1055 Mason St,37.793467,-122.411358,Arbutus unedo,Strawberry tree,"""fall",163375
POINT (-122.4565892058597 37.730159023212018),1526 Plymouth Ave,,,Arbutus unedo,Strawberry tree,"""fall",163391
POINT (-122.476309544444447 37.763591693105909),1725 Irving St,37.7635882,-122.4763251,Arbutus unedo,Strawberry tree,"""fall",163465
